,Lat,Lon,City,Country,Description,Temp,Pressure,Humidity,Windspeed,Cloud Cover
352,39.05,-27.98,lagoa,pt,scattered clouds,57.83,1017,64,26.66,25
353,71.69,128.87,tiksi,ru,scattered clouds,-28.61,1030,82,3.49,34
354,-4.36,-39.31,caninde,br,overcast clouds,79.79,1012,62,3.11,86
355,42.18,2.49,olot,es,overcast clouds,42.01,1009,10,4.85,93
356,35.73,140.83,hasaki,jp,broken clouds,48.2,1006,66,5.82,75
357,54.72,135.31,chumikan,ru,light snow,-7.58,1019,86,19.44,100
358,37.72,-25.43,vila franca do campo,pt,scattered clouds,57.2,1017,67,8.05,40
359,59.0,10.03,stavern,no,overcast clouds,39.2,1011,100,8.05,90
360,52.88,42.77,gavrilovka vtoraya,ru,broken clouds,12.07,1033,95,10.76,58
361,58.94,69.13,turtas,ru,overcast clouds,16.61,1024,95,9.08,100
362,58.81,-122.7,fort nelson,ca,overcast clouds,-14.8,1022,75,3.09,90
363,56.55,76.63,kyshtovka,ru,overcast clouds,6.06,1028,95,7.27,100
364,-2.57,150.8,kavieng,pg,overcast clouds,85.39,1007,72,11.16,89
365,60.92,-46.05,narsaq,gl,broken clouds,26.6,1000,86,1.12,75
366,37.46,-122.43,half moon bay,us,mist,57.99,1021,100,8.05,90
367,53.18,22.06,lomza,pl,overcast clouds,33.01,1005,89,1.86,100
368,60.14,-45.24,nanortalik,gl,snow,30.96,1000,98,11.7,100
369,-24.79,-65.41,salta,ar,light rain,62.6,1020,88,10.29,90
370,54.05,122.9,urusha,ru,overcast clouds,-20.52,1032,81,4.36,100
371,52.87,123.32,changying,ru,overcast clouds,-21.03,1029,82,5.23,85
372,40.6,-124.16,fortuna,us,overcast clouds,51.01,1020,89,1.99,100
373,43.9,12.42,chiesanuova,sm,clear sky,45.0,1015,86,3.36,0
374,-17.58,-67.52,eucaliptus,bo,clear sky,58.84,1011,39,13.24,6
375,34.88,-76.9,havelock,us,few clouds,62.6,1017,100,5.82,20
376,-5.36,104.97,pringsewu,id,overcast clouds,74.89,1009,91,2.39,100
377,-2.9,-40.84,camocim,br,overcast clouds,82.04,1012,72,15.77,88
378,28.66,-17.92,los llanos de aridane,es,overcast clouds,64.4,1018,88,3.36,90
379,39.45,-84.57,butler,us,overcast clouds,42.01,1020,75,4.7,90
380,5.03,25.14,zemio,cf,scattered clouds,68.79,1009,87,2.39,29
381,49.78,7.45,kirn,de,broken clouds,35.01,1011,86,4.0,79
382,20.93,-17.03,nouadhibou,mr,broken clouds,64.4,1015,77,17.22,60
383,17.02,54.09,salalah,om,clear sky,69.8,1016,42,10.29,0
384,-20.47,22.72,sehithwa,bw,few clouds,76.39,1008,61,6.91,16
385,45.76,106.27,mandalgovi,mn,scattered clouds,-8.9,1038,73,5.84,40
386,71.0,24.66,havoysund,no,broken clouds,30.2,1019,68,24.16,75
387,53.05,158.65,petropavlovsk-kamchatskiy,ru,light shower snow,33.8,982,69,20.13,90
388,-34.58,150.86,flinders,au,broken clouds,73.99,1016,76,1.99,84
389,65.97,-18.53,dalvik,is,scattered clouds,41.0,1002,86,6.93,40
390,10.57,72.64,kavaratti,in,few clouds,81.75,1009,66,2.59,23
391,14.31,121.11,santa rosa,ph,few clouds,84.2,1011,70,9.84,20
392,53.38,142.96,tungor,ru,overcast clouds,9.91,998,95,16.58,97
393,15.4,-15.12,linguere,sn,clear sky,69.8,1011,43,4.7,0
394,18.2,-73.75,les cayes,ht,few clouds,75.81,1015,80,3.76,21
395,6.58,3.75,lagos,ng,clear sky,78.01,1010,91,4.23,0
396,5.79,0.9,anloga,gh,scattered clouds,80.6,1011,88,3.36,40
397,-19.83,46.85,betafo,mg,overcast clouds,60.26,1015,81,4.9,97
398,45.67,-118.79,pendleton,us,fog,34.0,1017,100,4.7,90
399,39.55,-77.02,carroll,us,overcast clouds,44.01,1017,73,6.71,96
400,2.04,45.34,mogadishu,so,clear sky,75.88,1010,79,15.21,0
401,49.21,-84.77,hornepayne,ca,overcast clouds,10.51,1017,90,4.14,86
402,63.05,179.32,beringovskiy,ru,snow,28.6,1000,98,21.52,100
403,27.48,94.58,dhemaji,in,fog,57.2,1013,100,3.36,75
404,42.27,118.96,chifeng,cn,clear sky,-10.05,1038,80,5.66,0
405,-37.62,-73.65,lebu,cl,few clouds,53.62,1022,77,14.09,14
406,29.27,82.18,jumla,np,clear sky,32.99,1020,47,5.17,0
407,-34.61,-58.38,buenos aires,ar,clear sky,73.4,1012,31,8.05,0
408,37.73,-25.67,ponta delgada,pt,scattered clouds,57.2,1017,67,8.05,40
409,59.51,15.99,koping,se,drizzle,37.0,1016,92,6.93,96
410,-4.88,-66.9,carauari,br,scattered clouds,76.73,1009,84,1.83,47
411,-14.92,13.49,lubango,ao,few clouds,58.68,1012,56,5.08,11
412,-10.17,123.58,kupang,id,scattered clouds,80.6,1009,88,3.36,40
413,54.72,158.62,milkovo,ru,overcast clouds,11.95,992,93,12.88,100
414,-43.53,172.63,christchurch,nz,scattered clouds,64.99,1025,52,5.82,40
415,46.09,3.45,hauterive,fr,overcast clouds,42.8,1011,75,4.7,90
416,-6.88,112.38,paciran,id,overcast clouds,76.71,1010,88,6.51,100
417,4.88,-1.76,takoradi,gh,overcast clouds,79.05,1011,84,7.14,90
418,61.36,63.58,sovetskiy,ru,overcast clouds,18.1,1021,91,9.55,90
419,54.28,-0.4,scarborough,gb,broken clouds,50.0,991,94,3.0,79
420,4.14,96.13,meulaboh,id,overcast clouds,75.96,1010,89,3.83,100
421,61.51,5.72,naustdal,no,broken clouds,46.4,1004,52,4.7,75
422,35.3,37.18,abu samrah,sy,overcast clouds,53.91,1014,69,6.42,90
423,37.56,-97.35,haysville,us,clear sky,33.01,1025,77,6.93,1
424,68.05,166.44,bilibino,ru,overcast clouds,-1.75,1021,87,4.54,100
425,50.02,-125.24,campbell river,ca,mist,39.0,1014,93,8.05,90
426,-9.88,-56.09,alta floresta,br,moderate rain,74.3,1012,88,2.21,84
427,43.06,-86.23,grand haven,us,broken clouds,35.6,1018,74,6.93,75
428,23.91,112.19,huaicheng,cn,overcast clouds,52.86,1021,84,4.61,100
429,21.32,-158.01,ewa beach,us,overcast clouds,82.4,1016,61,13.87,90
430,56.89,74.37,tara,ru,overcast clouds,8.62,1027,96,7.67,99
431,49.78,-74.85,chapais,ca,light snow,14.0,1007,85,14.99,90
432,11.78,17.17,ngama,td,broken clouds,75.72,1009,18,8.08,53
433,48.83,58.14,emba,kz,clear sky,11.37,1041,80,2.33,3
434,41.93,19.22,ulcinj,me,clear sky,55.4,1009,68,12.75,0
435,14.64,102.79,nang rong,th,few clouds,80.01,1011,100,2.06,20
436,40.66,-7.91,viseu,pt,overcast clouds,55.99,1011,94,3.51,100
437,21.35,-158.09,makakilo city,us,overcast clouds,82.4,1016,61,13.87,90
438,-35.72,150.18,batemans bay,au,light rain,73.0,947,76,1.99,78
439,66.08,76.63,novyy urengoy,ru,overcast clouds,10.26,1012,96,5.91,100
440,24.47,54.37,abu dhabi,ae,clear sky,68.0,1017,60,2.24,0
441,62.55,149.67,yagodnoye,ru,overcast clouds,-20.74,1027,84,3.56,100
442,59.12,159.97,palana,ru,few clouds,9.99,1001,94,13.29,16
443,43.72,43.87,altud,ru,fog,26.6,1017,100,6.71,90
444,-28.55,16.43,oranjemund,na,clear sky,60.87,1013,85,10.58,0
445,22.68,-3.98,taoudenni,ml,broken clouds,67.98,1015,25,9.73,70
446,69.31,16.12,andenes,no,clear sky,37.0,1013,80,10.29,1
447,-6.18,143.65,mendi,pg,light rain,69.17,1010,62,3.33,99
448,-36.23,149.13,cooma,au,clear sky,69.8,1022,52,14.99,4
449,30.05,-98.03,hays,us,scattered clouds,51.01,1023,67,15.01,29
450,43.21,-75.46,roma,us,overcast clouds,37.4,1019,69,6.93,90
451,9.97,98.63,ranong,th,few clouds,73.4,1009,100,3.51,20
452,2.33,37.99,marsabit,ke,scattered clouds,64.47,1010,74,6.15,31
453,4.74,22.82,bangassou,cf,broken clouds,70.02,1008,76,3.13,65
454,-5.55,150.14,kimbe,pg,light rain,84.72,1007,72,3.49,92
455,-8.9,33.45,mbeya,tz,light rain,59.7,1013,91,1.21,95
456,-9.08,143.21,daru,pg,overcast clouds,87.53,1007,63,2.62,100
457,61.57,11.06,koppang,no,light snow,34.16,1014,90,7.67,100
458,21.46,-71.14,cockburn town,tc,light rain,78.8,1017,78,10.29,40
459,38.85,115.49,baoding,cn,clear sky,17.04,1038,66,5.28,0
460,-16.84,36.99,mocuba,mz,overcast clouds,74.84,1010,93,1.3,99
461,50.68,36.55,severnyy,ru,mist,26.6,1020,92,11.18,90
462,51.22,18.57,wielun,pl,broken clouds,35.01,1016,78,6.26,64
463,20.89,-156.47,kahului,us,scattered clouds,82.4,1015,58,5.82,40
464,61.77,6.21,sandane,no,broken clouds,46.4,1004,52,4.7,75
465,-22.12,14.28,henties bay,na,overcast clouds,62.01,1014,91,1.68,87
466,18.63,-91.83,carmen,mx,few clouds,82.4,1012,74,8.05,20
467,40.75,-73.58,nassau,us,clear sky,51.8,1016,53,5.82,1
468,19.8,85.85,puri,in,mist,68.0,1012,94,4.29,0
469,43.1,5.88,la seyne-sur-mer,fr,clear sky,42.8,1014,87,3.36,0
470,-5.55,12.2,cabinda,ao,broken clouds,76.75,1010,83,4.05,72
471,1.68,101.45,dumai,id,light rain,76.17,1009,92,1.43,93
472,-37.57,143.85,ballarat,au,clear sky,84.99,1014,36,10.0,0
473,39.27,141.88,kamaishi,jp,light shower snow,32.0,1009,73,9.17,75
474,18.7,-95.5,mundo nuevo,mx,clear sky,74.08,1011,86,9.22,0
475,65.61,72.68,staryy nadym,ru,light snow,12.33,1012,96,6.17,100
476,-0.22,20.87,boende,cd,few clouds,68.85,1010,96,1.41,24
477,31.46,131.23,kushima,jp,broken clouds,50.0,1018,61,8.05,75
478,49.23,-102.17,oxbow,ca,broken clouds,-2.99,1027,81,1.01,62
479,-9.6,-35.96,pilar,br,scattered clouds,78.8,1016,78,6.93,40
480,-14.47,132.27,katherine,au,light rain,75.2,1010,94,4.7,90
481,48.85,-54.01,hare bay,ca,light snow,24.8,1022,100,4.7,100
482,11.28,-15.83,bubaque,gw,few clouds,80.42,1011,62,7.99,15
483,40.97,-117.74,winnemucca,us,snow,30.2,1017,80,11.41,90
484,34.17,77.58,leh,in,clear sky,2.97,1039,62,1.54,0
485,6.7,101.62,sai buri,th,scattered clouds,75.2,1009,94,6.93,40
486,-9.44,147.18,port moresby,pg,few clouds,86.0,1007,66,11.41,20
487,-23.7,133.88,alice springs,au,scattered clouds,87.01,1010,55,10.29,40
488,67.8,130.41,batagay-alyta,ru,clear sky,-34.19,1032,67,1.36,0
489,53.0,-122.5,quesnel,ca,overcast clouds,23.0,1012,92,4.7,90
490,39.18,-84.53,hamilton,us,overcast clouds,42.8,1020,75,3.56,90
491,-0.95,-80.73,manta,ec,clear sky,75.2,1011,78,11.41,0
492,30.63,117.85,rongcheng,cn,overcast clouds,31.96,1034,94,8.48,99
493,66.77,123.37,zhigansk,ru,broken clouds,-42.88,1032,78,14.83,61
494,-8.1,156.84,gizo,sb,broken clouds,86.04,1006,67,8.39,72
495,9.54,-13.68,conakry,gn,clear sky,81.55,1011,77,6.85,1
496,43.3,52.8,zhanaozen,kz,clear sky,23.04,1032,90,16.35,0
497,6.73,-3.5,abengourou,ci,scattered clouds,72.16,1011,98,2.68,27
498,-36.78,-59.86,azul,ar,clear sky,61.32,1012,31,4.83,9
499,-23.58,148.88,blackwater,au,clear sky,81.0,1006,50,12.35,7
500,65.7,82.47,krasnoselkup,ru,overcast clouds,7.7,1012,95,9.8,99
501,57.64,18.3,visby,se,overcast clouds,35.6,1015,93,5.82,100
502,68.22,-135.01,aklavik,ca,scattered clouds,-25.6,1037,74,4.7,34
503,32.5,62.5,farah,af,clear sky,25.54,1026,82,5.64,0
504,62.0,132.43,churapcha,ru,broken clouds,-49.7,1041,76,3.15,71
505,32.12,114.07,xinyang,cn,overcast clouds,29.16,1037,81,10.47,97
506,52.33,-109.93,macklin,ca,clear sky,-9.4,1035,83,5.82,0
507,-6.47,16.82,kasongo-lunda,cd,overcast clouds,70.29,1011,91,1.45,95
508,-31.7,27.23,lady frere,za,few clouds,58.33,1011,72,3.44,12
509,-3.47,102.53,curup,id,overcast clouds,69.03,1010,84,1.12,100
510,52.17,-103.53,kelvington,ca,clear sky,-13.0,1033,75,4.7,0
511,-12.25,-41.62,iraquara,br,clear sky,67.28,1015,62,2.06,1
512,-4.14,39.32,kinango,ke,few clouds,77.0,1011,94,2.24,20
513,9.55,-79.65,portobelo,pa,broken clouds,81.0,1010,99,11.21,55
514,7.3,18.28,batangafo,cf,scattered clouds,76.28,1008,29,1.81,32
515,20.88,-156.68,lahaina,us,clear sky,84.2,1015,58,10.29,1
516,-33.13,148.18,parkes,au,few clouds,82.99,1018,36,5.99,23
517,60.12,64.78,uray,ru,overcast clouds,18.57,1023,90,11.65,99
518,-33.23,-54.38,treinta y tres,uy,overcast clouds,64.74,1012,64,8.43,100
519,37.93,-121.3,san joaquin,us,light rain,53.6,1020,87,14.99,90
520,51.96,66.4,esil,kz,overcast clouds,9.68,1039,93,5.5,98
521,69.39,20.27,skibotn,no,clear sky,24.8,1015,92,17.22,0
522,40.52,-111.94,riverton,us,scattered clouds,30.0,1020,68,6.93,40
523,-34.0,24.73,kruisfontein,za,clear sky,63.0,1009,95,1.01,2
524,30.97,61.88,zaranj,af,clear sky,32.0,1026,71,18.34,0
525,43.41,-124.22,north bend,us,overcast clouds,50.0,1018,100,3.36,90
526,-14.9,50.28,antalaha,mg,scattered clouds,73.85,1012,81,8.66,25
527,26.0,63.04,turbat,pk,clear sky,59.34,1019,35,13.11,0
528,35.13,140.3,katsuura,jp,broken clouds,59.0,1007,57,17.22,75
529,63.84,-22.43,grindavik,is,clear sky,42.8,994,70,16.11,0
530,59.38,13.5,karlstad,se,overcast clouds,35.6,1014,100,4.7,99
531,-25.4,-70.48,taltal,cl,few clouds,62.22,1015,69,4.59,21
532,40.82,49.47,suraabad,az,clear sky,46.4,1024,75,11.41,0
533,-13.88,167.55,sola,vu,light rain,89.6,1005,66,2.24,75
534,41.25,32.69,safranbolu,tr,broken clouds,46.4,1009,80,4.38,55
535,48.93,-125.55,ucluelet,ca,overcast clouds,45.0,1012,100,10.89,90
536,45.09,133.51,kirovskiy,ru,overcast clouds,-2.87,1021,88,6.73,90
537,5.38,-52.95,sinnamary,gf,clear sky,78.03,1013,85,8.08,5
538,45.92,47.05,zenzeli,ru,broken clouds,27.99,1028,96,18.57,62
539,10.95,-4.93,orodara,bf,clear sky,77.0,1012,41,2.06,0
540,5.66,-67.62,puerto ayacucho,ve,overcast clouds,77.04,1011,85,4.5,91
541,-21.67,45.17,beroroha,mg,overcast clouds,75.65,1013,63,5.7,100
542,29.06,-13.56,teguise,es,broken clouds,64.4,1017,82,3.36,75
543,54.72,-113.29,athabasca,ca,scattered clouds,-5.8,1031,83,5.82,25
544,29.7,-91.21,morgan city,us,few clouds,71.6,1012,88,14.99,20
545,36.76,-3.95,torrox,es,overcast clouds,59.0,1013,66,3.06,100
546,44.12,15.24,zadar,hr,clear sky,35.6,1013,80,4.7,0
547,50.87,2.99,zonnebeke,be,overcast clouds,46.99,1004,91,11.99,100
548,46.68,113.28,baruun-urt,mn,clear sky,-15.57,1039,83,7.65,0
549,41.2,36.72,carsamba,tr,clear sky,57.2,1010,50,5.82,0
550,51.82,79.72,mikhaylovskoye,ru,overcast clouds,10.22,1035,96,6.87,100
551,5.48,-53.2,iracoubo,gf,clear sky,78.57,1013,84,8.7,10
552,31.17,35.75,karak,jo,haze,51.8,1014,32,4.7,0
553,16.73,82.22,yanam,in,clear sky,66.25,1012,82,2.08,2
554,39.48,62.91,seydi,tm,clear sky,17.62,1033,90,3.51,0
555,-41.07,145.92,burnie,au,broken clouds,70.0,1029,70,8.01,79
556,30.82,-88.07,saraland,us,overcast clouds,68.0,1013,97,10.0,92
557,40.83,-6.0,salamanca,es,overcast clouds,51.01,1014,92,1.01,100
558,40.62,-8.73,gafanha da encarnacao,pt,light rain,59.0,1013,91,1.01,100
559,53.67,102.31,tyret pervaya,ru,overcast clouds,-1.93,1032,88,5.39,98
560,-30.74,30.45,port shepstone,za,overcast clouds,71.51,1011,89,12.91,98
561,42.8,93.45,hami,cn,clear sky,10.44,1039,73,3.71,0
562,40.8,-124.16,eureka,us,overcast clouds,50.0,1019,94,1.99,100
563,-45.87,-67.5,comodoro rivadavia,ar,clear sky,62.6,999,36,25.28,0
564,61.99,-49.67,paamiut,gl,overcast clouds,22.84,1011,93,41.25,100
565,43.52,-114.32,hailey,us,light snow,23.0,1019,92,2.95,90
